timestamp,model,machine,status,returncode,duration_sec,best_percentile,best_threshold,precision,recall,f1,pred_anomalies,true_anomalies,log_path,command,error
2026-04-20T17:20:07,gcn,machine-3-3,ok,0,19.055,99.0,0.838319,0.702703,0.120092,0.205128,148,866,results/logs/gcn__machine-3-3.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-3",
2026-04-20T17:20:26,gcn,machine-3-4,ok,0,17.587,99.9,1.088357,0.049752,0.99428,0.094762,20964,1049,results/logs/gcn__machine-3-4.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-4",
2026-04-20T17:20:44,gcn,machine-3-5,ok,0,20.044,99.9,2.148953,0.058241,0.727619,0.107849,6559,525,results/logs/gcn__machine-3-5.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-5",
2026-04-20T17:21:04,gcn,machine-3-6,ok,0,21.723,99.9,0.838671,0.524986,0.739366,0.614001,1821,1293,results/logs/gcn__machine-3-6.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-6",
2026-04-20T17:21:26,gcn,machine-3-7,ok,0,22.085,99.9,2.813349,0.641509,0.212944,0.319749,159,479,results/logs/gcn__machine-3-7.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-7",
2026-04-20T17:21:48,gcn,machine-3-8,ok,0,20.076,99.5,0.566706,0.320293,0.551579,0.405259,2454,1425,results/logs/gcn__machine-3-8.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-8",
2026-04-20T17:22:08,gcn,machine-3-9,ok,0,19.252,99.9,0.669649,0.210059,0.837758,0.335896,1352,339,results/logs/gcn__machine-3-9.log,"python train_gcn.py --window 10 --stride 1 --val-ratio 0.1 --corr-threshold 0.8 --corr-top-k 6 --hidden-dim 32 --embed-dim 8 --epochs 20 --patience 5 --batch-size 64 --smooth-k 5 --percentiles 99.0,99.5,99.9 --device cpu --machine machine-3-9",
2026-04-20T17:22:27,hier_hgnn,machine-1-1,ok,0,104.866,99.5,3.816811,0.47605,0.700651,0.566915,4071,2766,results/logs/hier_hgnn__machine-1-1.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-1",
2026-04-20T17:24:12,hier_hgnn,machine-1-2,ok,0,97.189,98.0,2.131591,0.603478,0.549051,0.574979,575,632,results/logs/hier_hgnn__machine-1-2.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-2",
2026-04-20T17:25:49,hier_hgnn,machine-1-3,ok,0,99.856,98.0,0.404047,0.262821,0.531892,0.351806,1872,925,results/logs/hier_hgnn__machine-1-3.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-3",
2026-04-20T17:27:29,hier_hgnn,machine-1-4,ok,0,100.995,97.0,0.479596,0.301231,0.679952,0.417501,1869,828,results/logs/hier_hgnn__machine-1-4.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-4",
2026-04-20T17:29:10,hier_hgnn,machine-1-5,ok,0,95.525,99.5,2.541114,0.14977,0.797546,0.252182,868,163,results/logs/hier_hgnn__machine-1-5.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-5",
2026-04-20T17:30:46,hier_hgnn,machine-1-6,ok,0,91.23,99.5,6.174352,0.234218,0.940171,0.375013,15968,3978,results/logs/hier_hgnn__machine-1-6.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-6",
2026-04-20T17:32:17,hier_hgnn,machine-1-7,ok,0,94.822,98.0,1.529766,0.956667,0.570577,0.714819,1500,2515,results/logs/hier_hgnn__machine-1-7.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-7",
2026-04-20T17:33:52,hier_hgnn,machine-1-8,ok,0,88.147,99.5,2.964316,0.313433,0.244963,0.275,737,943,results/logs/hier_hgnn__machine-1-8.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-1-8",
2026-04-20T17:35:20,hier_hgnn,machine-2-1,ok,0,90.395,96.0,0.494527,0.489703,0.498834,0.494226,1311,1287,results/logs/hier_hgnn__machine-2-1.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-1",
2026-04-20T17:36:50,hier_hgnn,machine-2-2,ok,0,91.491,96.0,0.384813,0.308561,0.288881,0.298397,2745,2932,results/logs/hier_hgnn__machine-2-2.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-2",
2026-04-20T17:38:22,hier_hgnn,machine-2-3,ok,0,90.454,99.0,2.496146,0.609694,0.665738,0.636485,392,359,results/logs/hier_hgnn__machine-2-3.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-3",
2026-04-20T17:39:52,hier_hgnn,machine-2-4,ok,0,90.398,99.0,1.552765,0.644092,0.238527,0.348131,694,1874,results/logs/hier_hgnn__machine-2-4.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-4",
2026-04-20T17:41:23,hier_hgnn,machine-2-5,ok,0,93.54,98.0,1.114018,0.585946,0.463644,0.51767,925,1169,results/logs/hier_hgnn__machine-2-5.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-5",
2026-04-20T17:42:56,hier_hgnn,machine-2-6,ok,0,111.995,99.5,1.741215,0.117954,0.460285,0.187786,1916,491,results/logs/hier_hgnn__machine-2-6.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-6",
2026-04-20T17:44:48,hier_hgnn,machine-2-7,ok,0,89.042,98.0,1.36708,0.757216,0.747069,0.752108,589,597,results/logs/hier_hgnn__machine-2-7.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-7",
2026-04-20T17:46:17,hier_hgnn,machine-2-8,ok,0,118.533,99.5,2.219532,0.012093,1.0,0.023897,14058,170,results/logs/hier_hgnn__machine-2-8.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-8",
2026-04-20T17:48:16,hier_hgnn,machine-2-9,ok,0,146.099,99.5,6.66911,0.633961,0.949051,0.760148,2762,1845,results/logs/hier_hgnn__machine-2-9.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-2-9",
2026-04-20T17:50:42,hier_hgnn,machine-3-1,ok,0,147.781,99.5,1.073688,0.03262,0.886628,0.062926,9350,344,results/logs/hier_hgnn__machine-3-1.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-1",
2026-04-20T17:53:10,hier_hgnn,machine-3-10,ok,0,122.174,96.0,1.335476,0.924719,0.707045,0.801363,890,1164,results/logs/hier_hgnn__machine-3-10.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-10",
2026-04-20T17:55:12,hier_hgnn,machine-3-11,ok,0,155.401,99.5,3.161426,0.025923,0.964444,0.050489,8371,225,results/logs/hier_hgnn__machine-3-11.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-11",
2026-04-20T17:57:47,hier_hgnn,machine-3-2,ok,0,125.702,99.0,2.392127,0.777778,0.081735,0.147925,126,1199,results/logs/hier_hgnn__machine-3-2.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-2",
2026-04-20T17:59:53,hier_hgnn,machine-3-3,ok,0,125.508,96.0,0.653123,0.372796,0.341801,0.356627,794,866,results/logs/hier_hgnn__machine-3-3.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-3",
2026-04-20T18:01:58,hier_hgnn,machine-3-4,ok,0,129.996,99.5,1.783267,0.049709,0.993327,0.09468,20962,1049,results/logs/hier_hgnn__machine-3-4.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-4",
2026-04-20T18:04:08,hier_hgnn,machine-3-5,ok,0,122.648,99.5,7.1655,0.048768,0.727619,0.091409,7833,525,results/logs/hier_hgnn__machine-3-5.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-5",
2026-04-20T18:06:11,hier_hgnn,machine-3-6,ok,0,135.231,99.5,1.822274,0.403536,0.812065,0.539153,2602,1293,results/logs/hier_hgnn__machine-3-6.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-6",
2026-04-20T18:08:26,hier_hgnn,machine-3-7,ok,0,101.954,99.0,2.837505,0.043388,0.701461,0.081722,7744,479,results/logs/hier_hgnn__machine-3-7.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-7",
2026-04-20T18:10:08,hier_hgnn,machine-3-8,ok,0,104.353,99.5,7.837112,0.343896,0.464561,0.395224,1925,1425,results/logs/hier_hgnn__machine-3-8.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-8",
2026-04-20T18:11:53,hier_hgnn,machine-3-9,ok,0,107.119,99.5,0.633164,0.022136,0.873156,0.043177,13372,339,results/logs/hier_hgnn__machine-3-9.log,"python train_hier_hgnn.py --window 10 --stride 1 --graph-mode global --hidden-dim 24 --embed-dim 6 --epochs 24 --patience 4 --lr 7e-4 --dropout 0.30 --weight-decay 1e-3 --latent-noise-std 0.08 --latent-reg-weight 2e-3 --denoise-std 0.05 --global-threshold 0.75 --global-top-k 8 --temporal-loss-weight 0.1 --score-weights 0.85,0.1,0.05 --smooth-k 3 --percentiles 96.0,97.0,98.0,99.0,99.5 --device cpu --machine machine-3-9",
